"Pokemon","Fast Move","Charged Move","DPS","TDO","ER","CP"
"Lucario","Counter","Close Combat","15.398","363.5","33.94","3092"
"Shadow Snorlax","Lick","Hyper Beam","15.397","646.7","39.2","3690"
"Weavile","Ice Shard","Foul Play","15.397","425.2","35.3","3438"
"Shadow Machamp","Bullet Punch","Rock Slide","15.395","393.4","34.61","3496"
"Ceruledge","Incinerate","Flamethrower","15.394","488.7","36.54","3629"
"Vikavolt","Spark","X-Scissor","15.393","420.7","35.2","3566"
"Tyranitar","Smack Down","Stone Edge","15.392","651.1","39.25","4387"
"Machamp","Counter","Close Combat","15.39","472","36.22","3496"
"Dragonite","Steel Wing","Hurricane","15.388","582.9","38.17","4338"
"Kyurem","Steel Wing","Blizzard","15.388","587.6","38.25","4090"
"Mega Gyarados","Dragon Tail","Dragon Pulse","15.384","739.2","40.5","5396"
"Dusk Mane Necrozma","Metal Claw","Dark Pulse","15.383","614.2","38.67","4678"
"Azelf","Confusion","Fire Blast","15.38","397.3","34.67","3673"
"Shadow Haunter","Lick","Ice Punch","15.38","177.5","28.35","2246"
"Shadow Alolan Dugtrio","Metal Claw","Iron Head","15.378","201.3","29.25","2170"
"Tangrowth","Vine Whip","Power Whip","15.376","583","38.16","3466"
"Shadow Froslass","Hex","Shadow Ball","15.374","313.8","32.68","2334"
"Yveltal","Gust","Hyper Beam","15.374","637.2","39.01","4326"
"Shadow Feraligatr","Shadow Claw","Hydro Pump","15.37","439.7","35.55","3268"
"Darmanitan (Zen Mode)","Tackle","Overheat","15.361","656.3","39.27","4276"
"Shadow Murkrow","Peck","Drill Peck","15.36","176.2","28.27","1787"
"Mega Charizard X","Wing Attack","Fire Blast","15.359","558.8","37.72","4405"
"Dragonite","Steel Wing","Return","15.358","581.8","38.1","4338"
"Conkeldurr","Poison Jab","Brutal Swing","15.356","523.1","37.1","3818"
"Shadow Nidoking","Double Kick","Earthquake","15.355","357.9","33.74","2936"
"Porygon-Z","Hidden Power (Fire)","Tri-Attack","15.354","428.4","35.29","3737"
"Porygon-Z","Hidden Power (Fighting)","Tri-Attack","15.354","428.4","35.29","3737"
"Porygon-Z","Hidden Power (Water)","Tri-Attack","15.354","428.4","35.29","3737"
"Porygon-Z","Hidden Power (Flying)","Tri-Attack","15.354","428.4","35.29","3737"
"Porygon-Z","Hidden Power (Grass)","Tri-Attack","15.354","428.4","35.29","3737"
"Porygon-Z","Hidden Power (Poison)","Tri-Attack","15.354","428.4","35.29","3737"
"Porygon-Z","Hidden Power (Electric)","Tri-Attack","15.354","428.4","35.29","3737"
"Porygon-Z","Hidden Power (Ground)","Tri-Attack","15.354","428.4","35.29","3737"
"Porygon-Z","Hidden Power (Psychic)","Tri-Attack","15.354","428.4","35.29","3737"
"Porygon-Z","Hidden Power (Rock)","Tri-Attack","15.354","428.4","35.29","3737"
"Porygon-Z","Hidden Power (Ice)","Tri-Attack","15.354","428.4","35.29","3737"
"Porygon-Z","Hidden Power (Bug)","Tri-Attack","15.354","428.4","35.29","3737"
"Porygon-Z","Hidden Power (Dragon)","Tri-Attack","15.354","428.4","35.29","3737"
"Porygon-Z","Hidden Power (Ghost)","Tri-Attack","15.354","428.4","35.29","3737"
"Porygon-Z","Hidden Power (Dark)","Tri-Attack","15.354","428.4","35.29","3737"
"Porygon-Z","Hidden Power (Steel)","Tri-Attack","15.354","428.4","35.29","3737"
"Shadow Alolan Dugtrio","Metal Claw","Earthquake","15.354","201","29.2","2170"
"Shadow Gastly","Astonish","Sludge Bomb","15.353","97.5","24.37","1406"
"Shadow Kingdra","Dragon Breath","Hydro Pump","15.352","416.1","35.03","3022"
"Kartana","Air Slash","Aerial Ace","15.351","369.7","34.01","4206"
"Tornadus (Incarnate Forme)","Air Slash","Hyper Beam","15.35","442.8","35.58","3827"
"Alolan Golem","Rollout","Wild Charge","15.348","532","37.24","3374"
"Mega Camerupt","Ember","Earthquake","15.347","451.1","35.73","3684"
"Shadow Cacturne","Sand Attack","Payback","15.342","246.8","30.72","2629"
"Shadow Aerodactyl","Steel Wing","Hyper Beam","15.339","362","33.81","3184"
"Shadow Haunter","Lick","Dark Pulse","15.339","177.1","28.27","2246"
"Mega Sceptile","Fury Cutter","Aerial Ace","15.336","457.6","35.84","4640"
"Shadow Weepinbell","Bullet Seed","Power Whip","15.329","193.2","28.88","1844"
"Shadow Magnezone","Spark","Mirror Shot","15.326","417.2","35.01","3666"
"Excadrill","Metal Claw","Rock Slide","15.325","450.3","35.68","3711"
"Shadow Donphan","Charm","Earthquake","15.324","450.1","35.67","3447"
"Revavroom","Poison Jab","Gunk Shot","15.323","456.4","35.8","3376"
"Shadow Flygon","Mud Shot","Earthquake","15.323","380.3","34.2","3044"
"Gardevoir","Confusion","Shadow Ball","15.322","470","36.06","3539"
"Shadow Arcanine","Fire Fang","Crunch","15.321","407.3","34.79","3466"
"Shadow Vileplume","Acid","Petal Blizzard","15.32","361.6","33.77","2928"
"Alolan Golem","Rock Throw","Wild Charge","15.318","531","37.17","3374"
"Yanmega","Wing Attack","Bug Buzz","15.318","447.1","35.6","3370"
"Crabominable","Rock Smash","Crabhammer","15.317","435.4","35.37","3325"
"Yveltal","Sucker Punch","Psychic","15.317","634.8","38.86","4326"
"Palafin (Hero Form)","Charm","Water Pulse","15.316","516.3","36.9","4534"
"Yveltal","Snarl","Focus Blast","15.314","634.7","38.86","4326"
"Terrakion","Zen Headbutt","Rock Slide","15.308","563.5","37.71","4231"
"Hisuian Typhlosion","Ember","Overheat","15.306","436.3","35.37","3425"
"Palafin (Hero Form)","Charm","Acrobatics","15.306","516","36.88","4534"
"Shadow Armaldo","Struggle Bug","Rock Blast","15.306","375.1","34.06","3259"
"Dragonite","Dragon Breath","Superpower","15.304","579.7","37.97","4338"
"Shadow Aerodactyl","Steel Wing","Ancient Power","15.303","361.1","33.73","3184"
"Flareon","Fire Spin","Last Resort","15.302","419.5","35.01","3465"
"Alolan Exeggutor","Dragon Tail","Seed Bomb","15.301","471.4","36.05","3448"
"Kyogre","Waterfall","Thunder","15.3","649.4","39.05","4708"
"Shadow Empoleon","Metal Claw","Flash Cannon","15.3","431.3","35.26","3318"
"Zacian - Crowned Sword","Snarl","Close Combat","15.3","641.2","38.93","5089"
"Mega Pinsir","Rock Smash","Superpower","15.299","531.9","37.15","4784"
"Mega Manectric","Thunder Fang","Flame Burst","15.296","440.6","35.43","4096"
"Magmortar","Fire Spin","Scorching Sands","15.295","445.1","35.52","3584"
"Mienshao","Poison Jab","Blaze Kick","15.294","306.9","32.37","3101"
"Shadow Electivire","Low Kick","Ice Punch","15.294","353","33.52","3523"
"Thundurus  (Incarnate Forme)","Thunder Shock","Thunder Punch","15.294","441.2","35.45","3827"
"Shadow Empoleon","Waterfall","Blizzard","15.293","431.1","35.24","3318"
"Shadow Manectric","Snarl","Overheat","15.293","268.7","31.31","2678"
"Ho-Oh","Incinerate","Sacred Fire","15.292","720.1","40.06","4420"
"Toxicroak","Poison Jab","Sludge Bomb","15.29","377.3","34.08","2846"
"Excadrill","Mud Shot","Iron Head","15.289","449.2","35.6","3711"
"Shadow Hippowdon","Thunder Fang","Earthquake","15.289","529.3","37.09","3530"
"Heracross","Counter","Close Combat","15.288","482.7","36.24","3548"
"Shadow Drapion","Bite","Sludge Bomb","15.287","410.4","34.8","2806"
"Moltres","Wing Attack","Fire Blast","15.284","528","37.05","3964"
"Mega Swampert","Mud Shot","Muddy Water","15.282","678.5","39.45","5035"
"Passimian","Counter","Superpower","15.282","509.6","36.72","3470"
"Tapu Koko","Quick Attack","Brave Bird","15.282","444.7","35.49","3625"
"Miraidon","Thunder Shock","Thunder","15.277","635.1","38.79","4545"
"Shadow Sceptile","Fury Cutter","Breaking Swipe","15.277","347.8","33.37","3154"
"Mega Camerupt","Incinerate","Solar Beam","15.276","449","35.57","3684"
"Shadow Ursaluna","Tackle","Thunder Punch","15.276","578.4","37.89","4410"
"Delphox","Fire Spin","Flamethrower","15.274","484.9","36.25","3500"
"Dialga (Origin Forme)","Dragon Breath","Thunder","15.274","640.3","38.87","4679"
"Magmortar","Fire Spin","Thunderbolt","15.27","444.3","35.46","3584"
"Mega Scizor","Fury Cutter","Trailblaze","15.268","600.7","38.24","4676"
"Arcanine","Fire Fang","Wild Charge","15.264","487","36.28","3466"
"Terrakion","Double Kick","Earthquake","15.263","561.9","37.6","4231"
"Shadow Pinsir","Bug Bite","Submission","15.262","354.1","33.49","3385"
"Archeops","Steel Wing","Crunch","15.261","365.7","33.77","3811"
"Frosmoth","Bug Bite","Ice Beam","15.256","385","34.19","3121"
"Kingambit","Snarl","Dark Pulse","15.253","633.6","38.72","4135"
"Shadow Ampharos","Charge Beam","Zap Cannon","15.252","412.2","34.77","3263"
"Torterra","Razor Leaf","Frenzy Plant","15.252","567.8","37.67","3357"
"Trevenant","Shadow Claw","Shadow Ball","15.251","435.9","35.26","2928"
"Honchkrow","Peck","Dark Pulse","15.249","342.9","33.21","3102"
"Shadow Beedrill","Bug Bite","Sludge Bomb","15.248","260.4","31","2112"
"Necrozma","Metal Claw","Future Sight","15.247","594.8","38.1","4213"
"Kingambit","Snarl","Iron Head","15.246","633.3","38.71","4135"
"Entei","Fire Spin","Return","15.245","598.8","38.16","3973"
"Victreebel","Magical Leaf","Leaf Blade","15.245","372.2","33.89","2781"
"Shadow Camerupt","Ember","Overheat","15.244","284.8","31.69","2509"
"Shadow Kabutops","Fury Cutter","Stone Edge","15.241","344.6","33.23","3103"
"Manectric","Charge Beam","Wild Charge","15.24","321.3","32.66","2678"
"Shadow Aerodactyl","Bite","Earth Power","15.24","359.6","33.59","3184"
"Shadow Vileplume","Razor Leaf","Petal Blizzard","15.24","359.7","33.59","2928"
"Keldeo","Low Kick","Close Combat","15.239","561","37.54","4231"
"Golurk","Mud Slap","Earth Power","15.238","449.8","35.52","3265"
"Shadow Exploud","Bite","Boomburst","15.238","378.5","34.02","2685"
"Espeon","Zen Headbutt","Last Resort","15.237","409.1","34.68","3626"
"Solgaleo","Zen Headbutt","Iron Head","15.237","695.2","39.6","4625"
"Togekiss","Hidden Power (Flying)","Aura Sphere","15.236","597.8","38.13","3812"
"Shadow Rhydon","Rock Smash","Earthquake","15.235","465","35.81","3637"
"Farigiraf","Confusion","Psychic","15.232","502.2","36.5","3261"
"Feraligatr","Bite","Hydro Cannon","15.232","522.9","36.87","3268"
"Shadow Alolan Dugtrio","Mud Slap","Earthquake","15.231","199.3","28.97","2170"
"Shadow Politoed","Bubble","Weather Ball Water","15.231","434","35.19","2802"
"White Kyurem","Steel Wing","Ancient Power","15.231","622.5","38.51","5268"
"Houndoom","Snarl","Flamethrower","15.229","376.8","33.96","3014"
"Mega Manectric","Charge Beam","Thunder","15.228","438.6","35.28","4096"
"Eternamax Eternatus","Dragon Tail","Cross Poison","15.227","2935.8","56.74","9366"
"Delphox","Zen Headbutt","Mystical Fire","15.225","483.3","36.14","3500"
"Shadow Cloyster","Frost Breath","Avalanche","15.225","414.9","34.79","2914"
"Ursaring","Counter","Hyper Beam","15.225","426.7","35.03","3369"
"Shadow Nidoqueen","Poison Jab","Earth Power","15.222","420.3","34.89","2846"
"Chesnaught","Low Kick","Frenzy Plant","15.221","579.6","37.81","3380"
"Vikavolt","Volt Switch","X-Scissor","15.221","416","34.8","3566"
"Shadow Murkrow","Feint Attack","Foul Play","15.22","174.6","28.01","1787"
"Mega Scizor","Bullet Punch","Trailblaze","15.219","598.7","38.11","4676"
"Shadow Gigalith","Mud Slap","Heavy Slam","15.218","463.2","35.75","3693"
"Genesect","Metal Claw","Hyper Beam","15.217","488.6","36.22","3836"
"Gyarados","Waterfall","Hydro Pump","15.215","560.9","37.49","3879"
"Shadow Abra","Zen Headbutt","Psyshock","15.215","105.5","24.69","1535"
"Yveltal","Gust","Focus Blast","15.213","630.4","38.6","4326"
"Emboar","Low Kick","Focus Blast","15.211","440.7","35.29","3412"
"Luxray","Hidden Power (Fire)","Wild Charge","15.21","423.3","34.93","3304"
"Luxray","Hidden Power (Fighting)","Wild Charge","15.21","423.3","34.93","3304"
"Luxray","Hidden Power (Water)","Wild Charge","15.21","423.3","34.93","3304"
"Luxray","Hidden Power (Flying)","Wild Charge","15.21","423.3","34.93","3304"
"Luxray","Hidden Power (Grass)","Wild Charge","15.21","423.3","34.93","3304"
"Luxray","Hidden Power (Poison)","Wild Charge","15.21","423.3","34.93","3304"
"Luxray","Hidden Power (Ground)","Wild Charge","15.21","423.3","34.93","3304"
"Luxray","Hidden Power (Psychic)","Wild Charge","15.21","423.3","34.93","3304"
"Luxray","Hidden Power (Rock)","Wild Charge","15.21","423.3","34.93","3304"
"Luxray","Hidden Power (Ice)","Wild Charge","15.21","423.3","34.93","3304"
"Luxray","Hidden Power (Bug)","Wild Charge","15.21","423.3","34.93","3304"
"Luxray","Hidden Power (Dragon)","Wild Charge","15.21","423.3","34.93","3304"
"Luxray","Hidden Power (Ghost)","Wild Charge","15.21","423.3","34.93","3304"
"Luxray","Hidden Power (Dark)","Wild Charge","15.21","423.3","34.93","3304"
"Luxray","Hidden Power (Steel)","Wild Charge","15.21","423.3","34.93","3304"
"Mega Venusaur","Vine Whip","Return","15.21","646.1","38.83","4231"
"Shadow Empoleon","Waterfall","Flash Cannon","15.207","428.7","35.04","3318"
"Kommo-o","Dragon Tail","Boomburst","15.206","603.4","38.17","3785"
"Shadow Nidoking","Poison Jab","Sludge Wave","15.204","354.3","33.41","2936"
"Entei","Fire Spin","Fire Blast","15.203","597.2","38.06","3973"
"Roserade","Razor Leaf","Weather Ball Fire","15.203","410.4","34.65","3399"
"Solgaleo","Zen Headbutt","Solar Beam","15.203","693.7","39.51","4625"
"Scovillain","Leafage","Overheat","15.202","311.5","32.34","2651"
"Glimmora","Rock Throw","Dazzling Gleam","15.201","486.6","36.16","3744"
"Zacian - Hero of Many Battles","Quick Attack","Wild Charge","15.2","627","38.52","4381"
"Shadow Arcanine","Fire Fang","Bulldoze","15.199","404.1","34.51","3466"
"Shadow Electabuzz","Low Kick","Thunderbolt","15.199","309.6","32.29","2670"
"Shadow Kadabra","Psycho Cut","Psybeam","15.199","179.2","28.16","2355"
"Zekrom","Dragon Breath","Flash Cannon","15.198","599.9","38.09","4620"
"Glimmora","Rock Throw","Sludge Wave","15.195","486.4","36.14","3744"
"Raikou","Thunder Shock","Shadow Ball","15.195","562.4","37.48","3949"
"Xerneas","Zen Headbutt","Giga Impact","15.195","629.7","38.55","4326"
"Greninja","Water Shuriken","Surf","15.193","384.7","34.08","3037"
"Archeops","Wing Attack","Crunch","15.192","364.1","33.61","3811"
"Metagross","Bullet Punch","Return","15.192","600.8","38.1","4337"
"Rhyperior","Mud Slap","Stone Edge","15.191","657.7","38.97","4271"
"Crabominable","Bubble","Crabhammer","15.19","431.8","35.07","3325"
"Gardevoir","Charm","Shadow Ball","15.189","466","35.75","3539"
"Groudon","Mud Shot","Return","15.189","644.7","38.77","4708"
"Shadow Abomasnow","Powder Snow","Weather Ball Ice","15.189","386","34.1","2702"
"Shadow Nidoking","Poison Jab","Megahorn","15.188","354","33.37","2936"
"Tyranitar","Bite","Crunch","15.188","642.5","38.73","4387"
"Hatterene","Confusion","Power Whip","15.187","389.5","34.18","3236"
"Shadow Sawk","Low Kick","Body Slam","15.187","330.8","32.81","3189"
"Moltres","Wing Attack","Return","15.186","524.6","36.82","3964"
"Alakazam","Counter","Focus Blast","15.185","353.3","33.35","3498"
"Miraidon","Thunder Shock","Hyper Beam","15.185","631.3","38.56","4545"
"Lucario","Counter","Power-Up Punch","15.184","358.4","33.47","3092"
"Shadow Ursaluna","Tackle","Aerial Ace","15.184","575","37.67","4410"
"Dialga (Origin Forme)","Metal Claw","Thunder","15.183","636.4","38.63","4679"
"Krookodile","Mud Slap","Earthquake","15.183","481.7","36.03","3485"
"Mega Beedrill","Infestation","Aerial Ace","15.183","349.7","33.26","3870"
"Shadow Alolan Dugtrio","Mud Slap","Mud Bomb","15.183","198.7","28.88","2170"
"Chien-Pao","Powder Snow","Dark Pulse","15.181","449.7","35.42","3809"
"Shadow Magnezone","Volt Switch","Mirror Shot","15.181","413.2","34.68","3666"
"Meloetta (Aria Forme)","Confusion","Thunderbolt","15.18","694.2","39.47","4544"
"Shadow Hitmonlee","Low Kick","Brick Break","15.179","299.2","31.98","2947"
"Tapu Koko","Volt Switch","Brave Bird","15.179","441.7","35.26","3625"
"Regieleki","Volt Switch","Zap Cannon","15.177","345.8","33.16","3207"
"Shadow Hitmonlee","Rock Smash","Close Combat","15.177","299.1","31.98","2947"
"Cobalion","Metal Claw","Sacred Sword","15.176","658.5","38.95","3457"
"Exeggutor","Confusion","Seed Bomb","15.176","456.4","35.54","3449"
"Shadow Magmar","Ember","Fire Punch","15.174","302","32.05","2738"
"Shadow Liepard","Snarl","Dark Pulse","15.17","214.9","29.43","2112"
"Pawmot","Spark","Discharge","15.168","351.3","33.27","3014"
"Shadow Kabutops","Waterfall","Water Pulse","15.168","342.9","33.07","3103"
"Tyranitar","Smack Down","Crunch","15.167","641.6","38.68","4387"
"Toxtricity","Poison Jab","Discharge","15.166","365.8","33.61","2976"
"Clawitzer","Smack Down","Crabhammer","15.164","423.2","34.85","3161"
"Gallade","Low Kick","Synchronoise","15.163","465.2","35.69","3539"
"Gardevoir","Charge Beam","Psychic","15.161","465.1","35.68","3539"
"Gengar","Shadow Claw","Dark Pulse","15.16","335.6","32.88","3292"
"Shadow Tangrowth","Vine Whip","Rock Slide","15.158","479","35.94","3466"
"Landorus (Incarnate Forme)","Rock Throw","Outrage","15.157","521.5","36.71","4105"
"Shadow Lugia","Extrasensory","Future Sight","15.157","814.8","41.04","4236"
"Arcanine","Fire Fang","Return","15.155","483.5","36.02","3466"
"Shadow Magmar","Karate Chop","Fire Punch","15.155","301.6","32.01","2738"
"Zarude","Bite","Dark Pulse","15.155","686.3","39.31","4385"
"Darmanitan","Tackle","Return","15.154","384.9","34.02","3552"
"Roserade","Bullet Seed","Solar Beam","15.151","409","34.54","3399"
"Shadow Gothitelle","Confusion","Psychic","15.149","412.3","34.6","2768"
"Mega Ampharos","Charge Beam","Trailblaze","15.148","582","37.71","4857"
"Aegislash - Blade","Psycho Cut","Flash Cannon","15.147","229","29.87","3017"
"Togekiss","Charm","Dazzling Gleam","15.145","594.2","37.9","3812"
"Mega Slowbro","Confusion","Surf","15.142","760.9","40.31","4296"
"Kadabra","Confusion","Shadow Ball","15.141","214.2","29.36","2355"
"Mega Camerupt","Rock Smash","Earth Power","15.139","445","35.25","3684"
"Machamp","Counter","Cross Chop","15.135","464.2","35.62","3496"
"Shadow Golem","Rock Throw","Ancient Power","15.135","437.2","35.09","3374"
"Kingler","Metal Claw","Razor Shell","15.133","379.1","33.86","3236"
"Nihilego","Pound","Power Gem","15.133","689.3","39.31","4518"
"Porygon-Z","Hidden Power (Fire)","Hyper Beam","15.132","422.2","34.78","3737"
"Porygon-Z","Hidden Power (Fighting)","Hyper Beam","15.132","422.2","34.78","3737"
"Porygon-Z","Hidden Power (Water)","Hyper Beam","15.132","422.2","34.78","3737"
"Porygon-Z","Hidden Power (Flying)","Hyper Beam","15.132","422.2","34.78","3737"
"Porygon-Z","Hidden Power (Grass)","Hyper Beam","15.132","422.2","34.78","3737"
"Porygon-Z","Hidden Power (Poison)","Hyper Beam","15.132","422.2","34.78","3737"
"Porygon-Z","Hidden Power (Electric)","Hyper Beam","15.132","422.2","34.78","3737"
"Porygon-Z","Hidden Power (Ground)","Hyper Beam","15.132","422.2","34.78","3737"
"Porygon-Z","Hidden Power (Psychic)","Hyper Beam","15.132","422.2","34.78","3737"
"Porygon-Z","Hidden Power (Rock)","Hyper Beam","15.132","422.2","34.78","3737"
"Porygon-Z","Hidden Power (Ice)","Hyper Beam","15.132","422.2","34.78","3737"
"Porygon-Z","Hidden Power (Bug)","Hyper Beam","15.132","422.2","34.78","3737"
"Porygon-Z","Hidden Power (Dragon)","Hyper Beam","15.132","422.2","34.78","3737"
"Porygon-Z","Hidden Power (Ghost)","Hyper Beam","15.132","422.2","34.78","3737"
"Porygon-Z","Hidden Power (Dark)","Hyper Beam","15.132","422.2","34.78","3737"
"Porygon-Z","Hidden Power (Steel)","Hyper Beam","15.132","422.2","34.78","3737"
"Shadow Alolan Dugtrio","Metal Claw","Mud Bomb","15.132","198","28.78","2170"
"Shadow Porygon2","Lock-On","Hyper Beam","15.131","415.8","34.64","3101"
"Shadow Crustle","Fury Cutter","Rock Slide","15.129","402.4","34.36","2908"
"Gengar","Sucker Punch","Psychic","15.128","334.8","32.81","3292"
"Shadow Snorlax","Lick","Skull Bash","15.127","635.3","38.51","3690"
