Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Zangoose,32.5,335,normal,none,84.8,50.4,69,294846,7.5,500,Fury Cutter,Close Combat,Dig,12,13,3,50000
Gengar (Mega),32.4,94,ghost,poison,96.8,57.7,46,257072,4.5,500,Hex,Dark Pulse,Drain Punch,4,4,3,50000
Eelektross,32.2,604,electric,none,77.2,56.6,74,323087,7,500,Acid,Acid Spray,Crunch,6,6,1,10000
Absol (Mega),32.1,359,dark,none,102.1,43.3,55,243428,6,499,Psycho Cut,Brutal Swing,Dark Pulse,4,6,5,75000
Naganadel,31.9,804,poison,dragon,86.1,55.5,61,291580,6,500,Air Slash,Acrobatics,Dragon Claw,7,6,20,100000
Pancham,31.9,674,fighting,none,71.3,57.6,85,349348,12.5,499,Low Kick,Body Slam,Crunch,7,9,3,50000
Whiscash (Shadow),31.9,340,water,ground,62.3,62.3,102,396305,9,498,Mud Shot,Blizzard,Frustration,10,9,1,10000
Cacturne,31.6,332,grass,dark,85.9,48.4,70,291160,8,500,Poison Jab,Dark Pulse,Dynamic Punch,8,7,3,50000
Lilligant (Hisuian),31.6,549,grass,fighting,77.2,62.7,67,324351,7.5,500,Bullet Seed,Close Combat,Petal Blizzard,4,5,1,10000
Dugtrio,31.5,51,ground,none,79.1,69.4,57,313145,12,499,Mud Shot,Earthquake,Mud Bomb,9,5,3,50000
Ho-Oh,31.3,250,fire,flying,71.1,75.2,65,347475,5,498,Extrasensory,Brave Bird,Earthquake,6,7,20,100000
Nidoking,31.3,34,poison,ground,75.4,60.2,73,331138,7.5,500,Double Kick,Earthquake,Earth Power,6,5,3,50000
Ursaluna,31.3,901,ground,normal,72.3,56.9,84,345365,5,500,Rock Smash,Aerial Ace,Fire Punch,7,6,3,50000
Volbeat,31.3,313,bug,none,64.1,78.4,77,386598,10.5,497,Struggle Bug,Bug Buzz,Signal Beam,8,7,3,50000
Zoroark,31.3,571,dark,none,92.1,50.7,58,270960,7.5,500,Shadow Claw,Flamethrower,Foul Play,7,5,5,75000
Illumise,31.2,314,bug,none,64.1,78.4,77,386598,10.5,497,Struggle Bug,Bug Buzz,Dazzling Gleam,8,7,3,50000
Audino (Mega),31,531,normal,fairy,55.5,92.1,88,449286,7.5,499,Pound,Body Slam,Dazzling Gleam,9,14,3,50000
Hawlucha,31,701,fighting,flying,74.7,63,71,334217,8,500,Low Kick,Aerial Ace,Flying Press,9,8,5,75000
Armarouge,30.9,936,fire,psychic,76.4,62.9,68,327031,6,500,Ember,Flamethrower,Flame Charge,7,6,5,50000
Diglett,30.7,50,ground,none,80.6,65.6,58,306676,28.5,499,Mud Shot,Dig,Mud Bomb,7,5,3,50000
Ralts,30.7,280,psychic,fairy,67.5,60.1,91,369252,44.5,499,Charge Beam,Disarming Voice,Psyshock,5,4,5,75000
Gastrodon,30.6,423,water,ground,66,58.9,97,377391,8,499,Hidden Power (Bug),Body Slam,Earthquake,5,9,3,50000
Treecko,30.6,252,grass,none,73.1,61.2,76,340108,18,500,Bullet Seed,Grass Knot,Aerial Ace,4,4,3,10000
Graveler (Shadow),30.4,75,rock,ground,71,73.9,67,351622,10,500,Mud Shot,Dig,Frustration,7,9,1,10000
Axew,30.1,610,dragon,none,79,56.4,71,316731,13.5,500,Iron Tail,Aqua Tail,Dragon Claw,5,8,5,75000
Sandshrew (Shadow),30,27,ground,none,68.3,68.8,78,366575,15,500,Mud Shot,Dig,Frustration,7,9,3,50000
Alomomola,29.2,594,water,none,56.7,55.9,139,441175,9,500,Hidden Power (Bug),Blizzard,Hydro Pump,10,10,5,75000
Castform (Sunny),29.2,351,fire,none,65.7,68.9,84,380016,11.5,500,Ember,Fire Blast,Solar Beam,9,9,5,75000
Blitzle (Shadow),29.1,522,electric,none,75.6,48.9,88,325400,21.5,497,Quick Attack,Discharge,Flame Charge,5,7,3,50000
Milotic,28.9,350,water,none,65.7,77.2,75,380442,6.5,500,Dragon Tail,Blizzard,Hyper Beam,7,7,5,75000
Omastar,28.6,139,rock,water,73.7,73,63,338805,7,500,Mud Shot,Ancient Power,Hydro Pump,6,10,5,75000
Flaaffy,28.5,180,electric,none,70.4,57.2,88,353962,12.5,500,Charge Beam,Discharge,Power Gem,4,5,5,75000
Bewear,28.3,760,normal,fighting,75.5,49.8,88,330468,6,500,Low Kick,Drain Punch,Payback,8,12,1,10000
Mienfoo,28.3,619,fighting,none,81,54.5,70,308896,13.5,500,Low Kick,Brick Break,Drain Punch,8,8,3,50000
Bibarel (Shadow),28.2,400,normal,water,71.9,56.3,86,347839,10.5,500,Rollout,Frustration,Hyper Beam,6,7,1,10000
Tapu Fini,28.2,788,water,fairy,67.1,90.2,61,369279,6.5,499,Hidden Power (Bug),Hydro Pump,Ice Beam,10,7,20,100000
Indeedee (Female),28,876,psychic,normal,70.5,71.7,70,353914,8,500,Extrasensory,Energy Ball,Psybeam,6,6,3,50000
Gabite (Shadow),27.9,444,dragon,ground,74.4,59.2,76,334278,10,498,Mud Shot,Dig,Flamethrower,7,7,5,75000
Magneton,27.9,82,electric,steel,82.3,66.7,55,301801,7.5,498,Charge Beam,Discharge,Flash Cannon,4,7,3,50000
Blissey,27.7,242,normal,none,46.8,63.9,178,532299,7,499,Pound,Dazzling Gleam,Hyper Beam,14,20,5,75000
Chesnaught,27.7,652,grass,fighting,68.8,73.5,72,363725,6.5,500,Low Kick,Energy Ball,Frenzy Plant,11,9,3,10000
Sawk,27.7,539,fighting,none,82.1,56.2,66,304521,7,499,Low Kick,Body Slam,Brick Break,7,8,5,75000
Gabite,27.6,444,dragon,ground,74.4,59.2,76,334278,10,498,Mud Shot,Dig,Flamethrower,7,7,5,75000
Pichu,27.4,172,electric,none,71.4,57.1,84,342828,50,494,Quick Attack,Disarming Voice,Thunderbolt,6,7,1,10000
Tangrowth,27.4,465,grass,none,70.8,64.7,77,352836,6.5,500,Infestation,Ancient Power,Power Whip,4,5,3,50000
Bellossom (Shadow),27.3,182,grass,none,67.1,77.1,72,372376,8.5,500,Acid,Dazzling Gleam,Frustration,7,9,3,50000
Camerupt,27.3,323,fire,ground,76.7,58.5,72,323389,8.5,498,Ember,Earthquake,Earth Power,8,7,3,50000
Pikachu,27.3,25,electric,none,70.2,67.1,75,353264,20.5,499,Present,Discharge,Surf,4,4,1,10000
Zapdos,27.1,145,electric,flying,79.3,60,66,313838,5.5,499,Charge Beam,Ancient Power,Drill Peck,5,4,20,100000
Electrike (Shadow),27,309,electric,none,75.9,55.6,78,328785,20,500,Quick Attack,Discharge,Frustration,5,9,3,50000
Raichu (Alolan),27,26,electric,psychic,79.5,64,62,315050,8.5,500,Spark,Grass Knot,Psychic,8,8,1,10000
Indeedee (Male),26.8,876,psychic,normal,79.5,66,60,315216,8,500,Extrasensory,Psybeam,Psychic,6,6,3,50000
Komala,26.8,775,normal,none,80.1,62,63,312783,7.5,500,Rollout,Bulldoze,Payback,4,5,3,50000
Flareon,26.7,136,fire,none,83.9,62.4,57,298243,6.5,500,Ember,Fire Blast,Flamethrower,9,7,5,75000
Pikachu (Shaymin Scarf),26.5,25,electric,none,70.2,67.1,75,353264,20.5,499,Present,Discharge,Grass Knot,4,5,1,10000
Camerupt (Shadow),26.4,323,fire,ground,76.7,58.5,72,323389,8.5,498,Ember,Earthquake,Earth Power,8,7,3,50000
Delibird,26.4,225,ice,flying,73.8,58.7,78,337612,17.5,499,Present,Aerial Ace,Fly,4,4,5,75000
Happiny,26.4,440,normal,none,33.6,77.3,201,522291,50,419,Pound,Psychic,,14,0,5,10000
Xurkitree,26.2,796,electric,none,96.9,45.9,58,257855,5,500,Spark,Dazzling Gleam,Discharge,8,6,20,100000
Pikachu (5th Anniversary),25.9,25,electric,none,70.2,67.1,75,353264,20.5,499,Present,Discharge,Fly,4,4,1,10000
Wailord (Shadow),25.9,321,water,none,69.4,37.6,138,359960,8.5,500,Rollout,Blizzard,Frustration,6,6,1,10000
Breloom,25.8,286,grass,fighting,87.7,55.2,59,285340,7,500,Bullet Seed,Dynamic Punch,Grass Knot,4,4,3,50000
Diglett (Shadow),25.6,50,ground,none,80.6,65.6,58,306676,28.5,499,Mud Shot,Dig,Frustration,7,9,3,50000
Dugtrio (Shadow),25.6,51,ground,none,79.1,69.4,57,313145,12,499,Mud Shot,Earthquake,Frustration,9,9,3,50000
Kleavor,25.6,900,bug,rock,83.2,60.4,60,301201,6,500,Air Slash,Rock Slide,Stone Edge,5,7,5,75000
Ampharos,25.3,181,electric,none,73.8,61.7,74,337066,6.5,499,Charge Beam,Brutal Swing,Dragon Pulse,4,5,5,75000
Sawsbuck,25.3,586,normal,grass,75.8,59.7,73,330126,8,500,Feint Attack,Hyper Beam,Megahorn,14,10,3,50000
Comfey,25,764,fairy,none,67.5,91.1,60,369107,9,500,Hidden Power (Bug),Draining Kiss,Grass Knot,7,7,3,50000
Landorus (Incarnate),25,645,ground,flying,81.7,58.2,64,304124,5.5,499,Mud Shot,Earth Power,Focus Blast,7,10,20,100000
Trapinch (Shadow),24.7,328,ground,none,85.9,47.6,71,290267,15,500,Mud Shot,Crunch,Dig,6,7,5,75000
Kartana,24.4,798,grass,steel,98.1,57.2,44,246820,5,494,Air Slash,Aerial Ace,Leaf Blade,5,4,20,100000
Sandslash (Shadow),24.3,28,ground,none,69.8,70.2,73,357508,8,500,Metal Claw,Bulldoze,Earthquake,7,10,3,50000
Pawmi,24,921,electric,none,73.8,44.3,104,339646,31,500,Charge Beam,Discharge,Thunderbolt,4,5,3,75000
Audino,23.7,531,normal,none,53.5,80.2,109,467297,11.5,500,Pound,Body Slam,Dazzling Gleam,9,14,3,50000
Clefable,23.7,36,fairy,none,68.3,63.8,84,365938,8,500,Charge Beam,Dazzling Gleam,Draining Kiss,5,5,1,10000
Sandslash,23.7,28,ground,none,69.8,70.2,73,357508,8,500,Metal Claw,Bulldoze,Earthquake,7,10,3,50000
Trapinch,23.7,328,ground,none,85.9,47.6,71,290267,15,500,Mud Shot,Crunch,Dig,6,7,5,75000
Castform,23.5,351,normal,none,65.7,68.9,84,380016,11.5,500,Hex,Energy Ball,Hurricane,5,5,5,75000
Pawmot,23.1,923,electric,fighting,84.2,54.1,65,296103,7,500,Charge Beam,Brick Break,Close Combat,4,5,3,75000
Sceptile,23.1,254,grass,none,79.3,62.2,64,315359,7,500,Bullet Seed,Aerial Ace,Breaking Swipe,4,4,3,10000
Wailord,23.1,321,water,none,69.4,37.6,138,359960,8.5,500,Rollout,Blizzard,Hyper Beam,6,7,1,10000
Accelgor,22.9,617,bug,none,83.4,48.6,74,299626,7.5,500,Acid,Acid Spray,Bug Buzz,6,8,3,50000
Cleffa,22.9,173,fairy,none,57.8,67.3,111,431921,30,500,Pound,Body Slam,Grass Knot,9,13,1,10000
Banette (Shadow),22.8,354,ghost,none,84.4,52.9,66,294818,8,499,Hex,Dazzling Gleam,Frustration,5,6,3,50000
Bouffalant,22.6,626,normal,none,69.5,67,77,358777,7,499,Mud Shot,Earthquake,Megahorn,9,7,3,50000
Exeggutor,22.3,103,grass,psychic,79.5,52,76,314149,6.5,500,Bullet Seed,Psychic,Seed Bomb,5,4,3,50000
Aromatisse,22.2,683,fairy,none,66.8,61.9,90,372181,8,498,Charge Beam,Draining Kiss,Moonblast,5,6,3,50000
Luvdisc,21.9,370,water,none,55,92.6,89,453663,23.5,500,Splash,Aqua Jet,Draining Kiss,4,5,3,50000
Octillery,21.9,224,water,none,76.2,58.5,73,325500,8,499,Lock On,Acid Spray,Aurora Beam,9,12,1,10000
Banette,21.7,354,ghost,none,84.4,52.9,66,294818,8,499,Hex,Dazzling Gleam,Shadow Ball,5,5,3,50000
Maractus,21.7,556,grass,none,79.5,54.3,73,314742,8.5,500,Bullet Seed,Aerial Ace,Petal Blizzard,4,5,1,10000
Grovyle,21.6,253,grass,none,78.4,59.8,67,314340,11,497,Bullet Seed,Aerial Ace,Grass Knot,4,4,3,10000
Flapple,21.4,841,grass,dragon,80.8,57.3,67,310136,7.5,500,Bullet Seed,Dragon Pulse,Fly,5,4,5,75000
Shaymin (Sky),21.4,492,grass,flying,81.1,52,73,308052,5.5,500,Hidden Power (Bug),Energy Ball,Grass Knot,7,7,20,100000
Aegislash (Shield),21.3,681,steel,ghost,47.7,135.6,80,517363,12.5,497,Psycho Cut,Flash Cannon,Gyro Ball,12,9,5,75000
Flaaffy (Shadow),21.3,180,electric,none,70.4,57.2,88,353962,12.5,500,Charge Beam,Discharge,Frustration,4,7,5,75000
Shaymin (Land),21,492,grass,none,68.7,70.6,75,364036,6,500,Hidden Power (Bug),Energy Ball,Grass Knot,7,7,20,100000
Kangaskhan,20.1,115,normal,none,67.1,63.1,88,372150,7.5,499,Low Kick,Brick Break,Crunch,8,9,3,50000
Ampharos (Mega),19.8,181,electric,dragon,83.4,59.6,60,298482,4.5,499,Charge Beam,Brutal Swing,Dragon Pulse,4,5,5,75000
Cherrim (Overcast),19.3,421,grass,none,70.7,67.1,74,351313,9,499,Bullet Seed,Dazzling Gleam,Hyper Beam,5,7,1,10000
Cherrim (Sunshine),19.3,421,grass,none,70.7,67.1,74,351313,9,499,Bullet Seed,Dazzling Gleam,Hyper Beam,5,7,1,10000
Clefairy,19.3,35,fairy,none,61.1,65.5,102,408739,17,500,Pound,Body Slam,Disarming Voice,9,12,1,10000
Porygon (Shadow),19.3,137,normal,none,69.6,66,78,358260,11,500,Charge Beam,Discharge,Frustration,4,7,3,50000
Celebi,18.7,251,psychic,grass,67.6,68.9,73,340019,5.5,480,Charge Beam,Aura Sphere,Dazzling Gleam,4,5,20,100000
Delibird (Shadow),18.7,225,ice,flying,73.8,58.7,78,337612,17.5,499,Present,Aerial Ace,Fly,4,4,5,75000
Roserade,18.7,407,grass,poison,82.9,64.1,57,302585,6.5,500,Bullet Seed,Dazzling Gleam,Grass Knot,5,4,3,50000
Koffing (Shadow),18.6,109,poison,none,65.7,82.8,70,381060,16,500,Infestation,Dark Pulse,Frustration,5,6,3,50000
Quilladin,18.4,651,grass,none,66.5,74.9,75,373300,11,500,Low Kick,Body Slam,Energy Ball,7,11,3,10000
Archen (Shadow),18.3,566,rock,flying,92.1,43.9,67,271155,10,500,Quick Attack,Ancient Power,Crunch,6,6,5,75000
Porygon,18.1,137,normal,none,69.6,66,78,358260,11,500,Charge Beam,Discharge,Hyper Beam,4,8,3,50000
Archen,17.8,566,rock,flying,92.1,43.9,67,271155,10,500,Quick Attack,Ancient Power,Crunch,6,6,5,75000
Electabuzz (Shadow),17.5,125,electric,none,76.2,64.9,66,326358,8,498,Low Kick,Frustration,Thunder,14,12,5,75000
Leafeon,17.5,470,grass,none,74.1,78.5,58,337504,6.5,500,Bullet Seed,Energy Ball,Last Resort,5,5,5,75000
Grovyle (Shadow),17.1,253,grass,none,78.4,59.8,67,314340,11,497,Bullet Seed,Aerial Ace,Frustration,4,6,3,10000
Regigigas,17.1,486,normal,none,80.1,61.3,63,309362,4.5,500,Hidden Power (Bug),Crush Grip,Focus Blast,7,10,20,100000
Ralts (Shadow),16.3,280,psychic,fairy,67.5,60.1,91,369252,44.5,499,Charge Beam,Disarming Voice,Frustration,5,7,5,75000
Sceptile (Mega),16.3,254,grass,dragon,94.3,55.1,51,265309,5,500,Bullet Seed,Aerial Ace,Breaking Swipe,4,4,3,10000
Weezing (Shadow),16.3,110,poison,none,69,78.3,67,361907,8.5,499,Infestation,Dark Pulse,Frustration,5,6,3,50000
Luxray,16,405,electric,none,79.8,57.4,68,311404,6.5,498,Hidden Power (Bug),Crunch,Hyper Beam,6,10,5,75000
Banette (Mega),15.9,354,ghost,none,96.7,52.3,51,258142,5.5,500,Hex,Dazzling Gleam,Shadow Ball,5,5,3,50000
Elekid,15.9,239,electric,none,74.2,60.5,75,336399,15.5,500,Low Kick,Brick Break,Discharge,8,8,5,10000
Exeggutor (Alolan),15.9,103,grass,dragon,78.5,53.3,76,318177,6.5,500,Bullet Seed,Draco Meteor,Dragon Pulse,5,5,3,50000
Unown,15.9,201,psychic,none,75.3,56.6,78,332873,16,500,Hidden Power (Bug),Struggle,,13,0,5,75000
Grumpig,15.7,326,psychic,none,66,75.4,76,378556,8,500,Charge Beam,Dynamic Punch,Mirror Coat,5,5,1,10000
Kangaskhan (Mega),15.7,115,normal,none,73.1,65.3,71,339145,5,500,Low Kick,Brick Break,Crunch,8,9,3,50000
Duosion (Shadow),15.6,578,psychic,none,86.7,46.7,71,287795,9,499,Hidden Power (Bug),Frustration,Night Shade,9,6,3,50000
Gulpin,15.3,316,poison,none,53.8,72.4,119,463607,23,499,Pound,Gunk Shot,Ice Beam,19,14,1,10000
Reuniclus,15.1,579,psychic,none,73.1,54.7,85,339864,6.5,500,Hidden Power (Bug),Future Sight,Psyshock,9,5,3,50000
Electabuzz,15,125,electric,none,76.2,64.9,66,326358,8,498,Low Kick,Thunder,Thunderbolt,12,11,5,75000
Starmie,14.8,121,water,psychic,77.6,70.3,59,321797,7.5,499,Hidden Power (Bug),Hydro Pump,Ice Beam,10,7,3,50000
Solosis (Shadow),14.5,577,psychic,none,86.4,47.6,70,287932,13.5,499,Hidden Power (Bug),Frustration,Night Shade,9,6,3,50000
Trubbish (Shadow),14.5,568,poison,none,59,80.2,89,421180,19.5,500,Pound,Frustration,Gunk Shot,18,19,3,50000
Zebstrika,14.5,523,electric,none,80.5,54.4,71,310611,7.5,500,Low Kick,Discharge,Flame Charge,8,10,3,50000
Kirlia,14.1,281,psychic,fairy,72.3,62.7,76,344603,20,500,Charge Beam,Disarming Voice,Draining Kiss,5,5,5,75000
Manectric (Shadow),14.1,310,electric,none,82.6,53.3,69,303507,8,500,Charge Beam,Flame Burst,Frustration,5,7,3,50000
Sunflora,14.1,192,grass,none,75.5,58.3,75,330412,9,499,Bullet Seed,Leaf Storm,Petal Blizzard,5,5,3,50000
Electivire,13.9,466,electric,none,84.1,56.8,62,296424,6,500,Low Kick,Flamethrower,Ice Punch,11,8,5,75000
Kirlia (Shadow),13.6,281,psychic,fairy,72.3,62.7,76,344603,20,500,Charge Beam,Disarming Voice,Frustration,5,7,5,75000
Duosion,12.7,578,psychic,none,86.7,46.7,71,287795,9,499,Hidden Power (Bug),Night Shade,Psyshock,6,5,3,50000
Manectric,12.7,310,electric,none,82.6,53.3,69,303507,8,500,Charge Beam,Flame Burst,Overheat,5,5,3,50000
Ponyta (Galarian),12.7,77,psychic,none,77.5,62.9,66,322024,11,499,Low Kick,Play Rough,Psybeam,12,12,3,50000
Grumpig (Shadow),12.6,326,psychic,none,66,75.4,76,378556,8,500,Charge Beam,Dynamic Punch,Frustration,5,7,1,10000
Deoxys (Speed),12.1,386,psychic,none,78.7,74.8,48,282495,6,475,Charge Beam,Psycho Boost,Swift,4,4,20,100000
Solosis,12.1,577,psychic,none,86.4,47.6,70,287932,13.5,499,Hidden Power (Bug),Night Shade,Psyshock,6,5,3,50000
Manectric (Mega),11.8,310,electric,none,88.8,56.6,56,281426,5.5,499,Charge Beam,Flame Burst,Overheat,5,5,3,50000
Trubbish,11.8,568,poison,none,58.5,80.6,90,424945,20,499,Pound,Gunk Shot,Seed Bomb,19,10,3,50000
Munna,11.4,517,psychic,none,63.3,58.4,106,392000,17,500,Charge Beam,Dazzling Gleam,Psybeam,5,6,3,50000
Slakoth,11.2,287,normal,none,63.7,61.9,99,390649,19.5,500,Yawn,Body Slam,Brick Break,3,4,5,75000
Musharna,11.1,518,psychic,none,65.3,62.9,93,381748,7,499,Charge Beam,Dazzling Gleam,Future Sight,5,6,3,50000
Deoxys (Attack),10.9,386,psychic,none,149.5,21,52,162846,7,496,Poison Jab,Dark Pulse,Psycho Boost,8,5,20,100000
Klinklang,10.9,601,steel,none,72.6,80,59,342713,7,500,Charge Beam,Flash Cannon,Hyper Beam,7,8,5,75000
Beldum,10.8,374,steel,psychic,59.7,87.8,80,419699,20,500,Take Down,Iron Head,,7,0,5,75000
Mew,10.6,151,psychic,none,67.6,68.9,73,340019,5.5,480,Charge Beam,Ancient Power,Blizzard,5,7,20,100000
Buneary,10.5,427,normal,none,69.8,61.6,83,356945,15,500,Pound,Fire Punch,Swift,10,9,3,50000
Regieleki,10,894,electric,none,87.6,47,68,279589,6.5,496,Lock On,Hyper Beam,Thunder,16,12,20,100000
Gardevoir,9.1,282,psychic,fairy,79,67.4,59,314234,6,498,Charge Beam,Dazzling Gleam,Psychic,5,5,5,75000
Slakoth (Shadow),9.1,287,normal,none,63.7,61.9,99,390649,19.5,500,Yawn,Body Slam,Brick Break,3,4,5,75000
Porygon2,8.8,233,normal,none,70.5,67.7,74,353643,7,500,Charge Beam,Hyper Beam,Solar Beam,8,8,3,50000
Beldum (Shadow),8.5,374,steel,psychic,59.7,87.2,80,416844,20,499,Take Down,Frustration,Iron Head,9,7,5,75000
Porygon-Z,8.1,474,normal,none,86.1,50.4,67,290641,6,500,Charge Beam,Blizzard,Hyper Beam,7,8,3,50000
Gardevoir (Mega),6.3,282,psychic,fairy,90.3,63.7,48,276135,4.5,499,Charge Beam,Dazzling Gleam,Psychic,5,5,5,75000
Abra,5.5,63,psychic,none,98.5,48,53,250442,14,498,Charge Beam,Psyshock,Shadow Ball,4,5,3,50000
Abra (Shadow),5.5,63,psychic,none,99.2,47.6,53,250211,13.5,498,Charge Beam,Frustration,Psyshock,7,4,3,50000
Drizzile,5.5,817,water,none,80.3,51.5,75,310333,10,499,Pound,Surf,Water Pulse,12,13,3,10000
Tatsugiri (Curly),5.1,978,dragon,water,80.3,61.5,63,311000,7,500,Take Down,Hydro Pump,Muddy Water,10,5,5,75000
Tatsugiri (Droopy),5.1,978,dragon,water,80.3,61.5,63,311000,7,500,Take Down,Hydro Pump,Muddy Water,10,5,5,75000
Tatsugiri (Stretchy),5.1,978,dragon,water,80.3,61.5,63,311000,7,500,Take Down,Hydro Pump,Muddy Water,10,5,5,75000
Inteleon,4.9,818,water,none,89.2,52.3,60,280156,6.5,500,Pound,Shadow Ball,Surf,14,12,3,10000
Deoxys,4.2,386,psychic,none,108.7,39.8,46,198854,5.5,465,Charge Beam,Hyper Beam,Psycho Boost,8,4,20,100000
Cranidos (Shadow),3.9,408,rock,none,94.6,36.3,76,261345,10,500,Take Down,Ancient Power,Bulldoze,6,6,5,75000
Slaking,3.9,289,normal,none,80.4,49,79,311056,4.5,500,Yawn,Body Slam,Earthquake,3,6,5,75000
Cranidos,3.6,408,rock,none,94.6,36.3,76,261345,10,500,Take Down,Ancient Power,Bulldoze,6,6,5,75000
Feebas (Shadow),3.4,349,water,none,37,84,84,260976,50,310,Splash,Frustration,Mirror Coat,6,5,5,75000
Spoink,3.1,325,psychic,none,65.6,69.7,83,379590,14.5,500,Splash,Mirror Coat,Psybeam,5,5,1,10000
Spoink (Shadow),3.1,325,psychic,none,65.6,69.7,83,379590,14.5,500,Splash,Frustration,Mirror Coat,6,5,1,10000
